# Directed
# from_node_id to_node_id lt_influence
1390 1877 0.079443
1390 1886 0.057877
1391 107 0.000730
1391 934 0.018969
1391 947 0.015088
1391 952 0.017728
1391 953 0.016001
1391 978 0.015669
1391 982 0.028748
1391 997 0.020016
1391 1003 0.010789
1391 1004 0.003014
1391 1006 0.011779
1391 1026 0.023772
1391 1029 0.012213
1391 1039 0.056446
1391 1040 0.025010
1391 1048 0.014709
1391 1049 0.009424
1391 1056 0.020650
1391 1059 0.006468
1391 1078 0.014589
1391 1083 0.028124
1391 1101 0.012567
1391 1116 0.104438
1391 1123 0.014332
1391 1126 0.001707
1391 1128 0.027642
1391 1130 0.004986
1391 1135 0.000220
1391 1146 0.018137
1391 1153 0.017104
1391 1156 0.009809
1391 1164 0.051134
1391 1175 0.003261
1391 1181 0.017040
1391 1182 0.008953
1391 1199 0.004067
1391 1205 0.020271
1391 1211 0.001306
1391 1255 0.003617
1391 1269 0.023817
1391 1271 0.009925
1391 1272 0.014653
1391 1280 0.003498
1391 1285 0.028954
1391 1291 0.004968
1391 1302 0.020070
1391 1305 0.016921
1391 1312 0.022125
1391 1329 0.021921
1391 1330 0.016879
1391 1336 0.058831
1391 1339 0.005055
1391 1341 0.022920
1391 1352 0.003343
1391 1359 0.020413
1391 1367 0.015472
1391 1376 0.009635
1391 1377 0.014351
1391 1380 0.025020
1391 1390 0.005086
1391 1399 0.005570
1391 1409 0.016862
1391 1457 0.031692
1391 1467 0.014012
1391 1539 0.003978
1391 1540 0.015430
1391 1551 0.004608
1391 1584 0.006061
1391 1603 0.022188
1391 1604 0.001898
1391 1612 0.014430
1391 1614 0.051851
1391 1621 0.016383
1391 1669 0.005909
1391 1685 0.000937
1391 1689 0.008485
1391 1712 0.003685
1391 1730 0.019681
1391 1736 0.015302
1391 1750 0.013036
1391 1761 0.013520
1391 1795 0.001682
1391 1800 0.015549
1391 1826 0.017231
1391 1839 0.020109
1391 1845 0.012256
1391 1898 0.023584
1392 107 0.002079
1392 896 0.013160
1392 957 0.044852
1392 1009 0.003998
1392 1044 0.018283
1392 1158 0.045034
1392 1284 0.008400
1392 1292 0.026961
1392 1309 0.042318
1392 1345 0.029601
1392 1426 0.052786
1392 1432 0.017217
1392 1459 0.015996
1392 1475 0.034679
1392 1479 0.001752
1392 1583 0.037961
1392 1716 0.049185
1392 1720 0.048281
1392 1857 0.004650
1392 1871 0.063705
1393 526 0.016178
1393 921 0.013459
1393 935 0.306122
1393 980 0.015076
1393 1007 0.003963
1393 1048 0.007182
1393 1049 0.003172
1393 1078 0.011504
1393 1095 0.077885
1393 1191 0.024846
1393 1211 0.008075
1393 1230 0.016177
1393 1331 0.022419
1393 1341 0.021145
1393 1357 0.127534
1393 1388 0.044494
1393 1540 0.007751
1393 1609 0.023748
1393 1620 0.025999
1393 1688 0.029297
1393 1702 0.040463
1393 1730 0.007277
1393 1753 0.012915
1393 1754 0.051995
1393 1835 0.013522
1393 1879 0.016812
1393 1902 0.031674
1394 1240 0.530622
1396 107 0.000436
1396 483 0.007546
1396 896 0.012165
1396 898 0.034391
1396 917 0.007015
1396 919 0.012092
1396 942 0.003332
1396 954 0.010827
1396 969 0.022179
1396 984 0.058542
1396 1014 0.023521
1396 1018 0.048711
1396 1020 0.025264
1396 1032 0.026105
1396 1066 0.019782
1396 1099 0.022279
1396 1166 0.006729
1396 1245 0.056138
1396 1273 0.034449
1396 1281 0.042689
1396 1282 0.027601
1396 1316 0.000306
1396 1324 0.002661
1396 1373 0.026241
1396 1582 0.032312
1396 1595 0.051686
1396 1661 0.047448
1396 1729 0.017849
1396 1751 0.035831
1396 1812 0.047049
1396 1828 0.015182
1396 1848 0.092407
1396 1893 0.044424
1397 353 0.009212
1397 484 0.010128
1397 1001 0.030053
1397 1358 0.035573
1397 1409 0.026635
1397 1487 0.010694
1398 1017 0.006153
1398 1083 0.029699
1398 1123 0.006761
1398 1132 0.017409
1398 1211 0.012320
1398 1291 0.024795
1398 1312 0.025700
1398 1458 0.016800
1398 1488 0.010763
1398 1513 0.027768
1398 1804 0.006779
1398 1827 0.013480
1398 1888 0.009908
1399 916 0.018187
1399 921 0.021540
1399 922 0.033268
1399 925 0.002833
1399 934 0.015762
1399 947 0.016074
1399 960 0.027018
1399 966 0.008417
1399 978 0.019390
1399 980 0.001801
1399 982 0.028224
1399 983 0.023731
1399 993 0.013668
1399 999 0.021137
1399 1004 0.012390
1399 1006 0.008560
1399 1048 0.016989
1399 1049 0.031852
1399 1059 0.001308
1399 1076 0.004791
1399 1079 0.004476
1399 1083 0.028057
1399 1101 0.020103
1399 1107 0.001298
1399 1117 0.020126
1399 1124 0.012735
1399 1128 0.021915
1399 1130 0.003837
1399 1153 0.005993
1399 1163 0.013171
1399 1172 0.006631
1399 1181 0.034414
1399 1182 0.007422
1399 1184 0.004148
1399 1185 0.007026
1399 1198 0.032304
1399 1199 0.007536
1399 1211 0.000509
1399 1219 0.015074
1399 1222 0.014001
1399 1243 0.008356
1399 1250 0.006808
1399 1267 0.011368
1399 1269 0.023990
1399 1271 0.003405
1399 1285 0.044852
1399 1287 0.028338
1399 1288 0.024715
1399 1289 0.014410
1399 1291 0.016420
1399 1302 0.009952
1399 1330 0.007128
1399 1331 0.005825
1399 1336 0.026629
1399 1339 0.001734
1399 1341 0.008130
1399 1344 0.026297
1399 1351 0.025769
1399 1352 0.006494
1399 1377 0.010005
1399 1380 0.036904
1399 1388 0.041256
1399 1390 0.012681
1399 1398 0.008082
1399 1420 0.007758
1399 1431 0.006141
1399 1456 0.025036
1399 1457 0.044461
1399 1509 0.003128
1399 1532 0.072179
1399 1556 0.083401
1399 1557 0.004995
1399 1589 0.008304
1399 1597 0.024228
1399 1605 0.007553
1399 1610 0.013784
1399 1612 0.015032
1399 1617 0.025343
1399 1621 0.002324
1399 1663 0.012083
1399 1665 0.015699
1399 1683 0.007127
1399 1712 0.033405
1399 1721 0.029807
1399 1730 0.009917
1399 1737 0.032376
1399 1746 0.005149
1399 1761 0.001273
1399 1768 0.007564
1399 1816 0.032530
1399 1835 0.027973
1399 1839 0.015726
1399 1845 0.016101
1399 1864 0.017486
1399 1867 0.019541
1399 1888 0.001740
1399 1902 0.008560
1400 366 0.012841
1400 483 0.013586
1400 629 0.064370
1400 641 0.004444
1400 930 0.054708
1400 1012 0.087035
1400 1122 0.019232
1400 1155 0.062589
1400 1179 0.029945
1400 1320 0.033968
1400 1358 0.018709
1400 1374 0.063714
1400 1545 0.051105
1400 1645 0.026713
1401 107 0.001972
1401 1017 0.011756
1401 1156 0.012351
1401 1248 0.186660
1401 1291 0.023550
1401 1823 0.030045
1402 107 0.000624
1402 946 0.012993
1402 967 0.007965
1402 997 0.001450
1402 1040 0.021931
1402 1083 0.006913
1402 1086 0.011125
1402 1117 0.015413
1402 1126 0.007803
1402 1153 0.005621
1402 1160 0.003603
1402 1184 0.008609
1402 1199 0.007508
1402 1238 0.016659
1402 1250 0.003353
1402 1267 0.004745
1402 1280 0.032396
1402 1288 0.012723
1402 1361 0.022841
1402 1380 0.021177
1402 1391 0.002812
1402 1399 0.017963
1402 1447 0.017698
1402 1456 0.012862
1402 1483 0.020302
1402 1488 0.017196
1402 1559 0.012203
1402 1580 0.015125
1402 1610 0.016752
1402 1613 0.015530
1402 1619 0.005674
1402 1663 0.000858
1402 1722 0.045400
1402 1768 0.013288
1402 1772 0.004136
1402 1791 0.008372
1402 1809 0.028091
1402 1816 0.016283
1402 1823 0.046193
1402 1827 0.006764
1402 1900 0.081681
1403 107 0.001153
1403 956 0.085241
1403 1016 0.029333
1403 1138 0.017534
1403 1889 0.102223
1404 107 0.000651
1404 921 0.019639
1404 941 0.017740
1404 942 0.015853
1404 975 0.020560
1404 981 0.030534
1404 1067 0.015124
1404 1082 0.029422
1404 1115 0.060853
1404 1129 0.011993
1404 1227 0.028649
1404 1257 0.008655
1404 1277 0.020732
1404 1279 0.010882
1404 1284 0.044918
1404 1292 0.025261
1404 1322 0.030095
1404 1345 0.014116
1404 1350 0.053264
1404 1379 0.080119
1404 1459 0.016592
1404 1573 0.034593
1404 1576 0.019769
1404 1628 0.046882
1404 1636 0.002251
1404 1691 0.027981
1404 1716 0.086548
1404 1899 0.015212
1405 967 0.012802
1405 1182 0.018238
1405 1255 0.001051
1405 1272 0.022133
1405 1312 0.007387
1405 1376 0.015495
1405 1467 0.012272
1405 1485 0.051666
1405 1509 0.020002
1405 1544 0.109931
1405 1590 0.024034
1405 1684 0.000213
1405 1765 0.062409
1405 1851 0.005662
1405 1860 0.046042
1405 2892 0.023078
1405 2962 0.010467
1405 3162 0.038438
1405 3233 0.027417
1405 3304 0.130066
1405 3331 0.100027
1405 3366 0.023010
1405 3404 0.219144
1405 3412 0.115613
1406 107 0.000954
1406 483 0.006836
1406 898 0.007012
1406 942 0.017451
1406 945 0.198485
1406 969 0.033893
1406 1014 0.015698
1406 1099 0.035817
1406 1108 0.056963
1406 1170 0.044238
1406 1261 0.030464
1406 1729 0.036870
1406 1732 0.054683
1406 1751 0.038574
1406 1820 0.008363
1406 1894 0.020030
1407 906 0.031726
1407 993 0.011840
1407 1047 0.004066
1407 1048 0.022739
1407 1074 0.028534
1407 1075 0.006094
1407 1107 0.007663
1407 1110 0.033140
1407 1191 0.012428
1407 1214 0.009724
1407 1242 0.028646
1407 1329 0.015370
1407 1393 0.023262
1407 1528 0.003205
1407 1551 0.011924
1407 1557 0.000767
1407 1620 0.013472
1407 1663 0.005741
1407 1753 0.028957
1408 107 0.001270
1408 366 0.016073
1408 428 0.032376
1408 483 0.009830
1408 484 0.027491
1408 538 0.019491
1408 651 0.024418
1408 913 0.035122
1408 914 0.183916
1408 930 0.018776
1408 1052 0.025168
1408 1114 0.082612
1408 1122 0.051188
1408 1155 0.012702
1408 1217 0.040650
1408 1247 0.009315
1408 1349 0.005473
1408 1453 0.080562
1408 1602 0.055674
1408 1673 0.061548
1408 1818 0.085324
1408 1844 0.056197
1409 107 0.002080
1409 897 0.002048
1409 932 0.017039
1409 953 0.002159
1409 959 0.006831
1409 993 0.005494
1409 995 0.021061
1409 1029 0.002648
1409 1040 0.019510
1409 1056 0.028598
1409 1074 0.022430
1409 1078 0.004414
1409 1107 0.000595
1409 1160 0.008948
1409 1172 0.021686
1409 1173 0.010557
1409 1175 0.009933
1409 1205 0.026021
1409 1207 0.026889
1409 1211 0.015529
1409 1214 0.020170
1409 1230 0.018023
1409 1238 0.005852
1409 1255 0.016756
1409 1280 0.052685
1409 1329 0.004956
1409 1331 0.008050
1409 1334 0.013875
1409 1361 0.022893
1409 1370 0.013743
1409 1388 0.010686
1409 1393 0.046186
1409 1444 0.075922
1409 1458 0.050360
1409 1483 0.022155
1409 1542 0.031949
1409 1551 0.013027
1409 1563 0.019096
1409 1589 0.009680
1409 1605 0.036204
1409 1714 0.017935
1409 1800 0.016408
1409 1832 0.066592
1409 1839 0.024450
1409 1864 0.044140
1409 1898 0.025769
1410 107 0.000225
1410 950 0.154947
1410 1136 0.012723
1410 1144 0.125248
1410 1251 0.257693
1410 1328 0.102098
1410 1421 0.119440
1410 1676 0.004851
1411 107 0.001570
1411 1283 0.028919
1411 1450 0.023864
1411 1618 0.100133
1412 107 0.000291
1412 596 0.011623
1412 917 0.013303
1412 924 0.011759
1412 941 0.030695
1412 1035 0.039850
1412 1070 0.008879
1412 1429 0.045356
1412 1549 0.067847
1412 1633 0.270845
1412 1781 0.008330
1413 957 0.035672
1413 989 0.068777
1413 1019 0.025307
1413 1021 0.016199
1413 1067 0.020935
1413 1100 0.043857
1413 1129 0.040310
1413 1148 0.035189
1413 1192 0.022297
1413 1229 0.039904
1413 1235 0.029016
1413 1257 0.002792
1413 1284 0.036762
1413 1298 0.039121
1413 1315 0.029710
1413 1345 0.029692
1413 1350 0.013476
1413 1392 0.029919
1413 1423 0.061144
1413 1475 0.005079
1413 1576 0.035646
1413 1591 0.016984
1413 1628 0.023250
1413 1691 0.011366
1413 1716 0.092803
1413 1859 0.020506
1413 1875 0.104154
1414 1235 0.007253
1414 1322 0.020494
1414 1862 0.061482
1415 964 0.000376
1415 1089 0.124614
1415 1134 0.087188
1415 1226 0.071604
1415 1259 0.003936
1415 1311 0.120866
1415 1348 0.050849
1415 1482 0.049529
1415 1496 0.028225
1415 1624 0.073727
1415 1630 0.029325
1415 1667 0.069176
1415 1672 0.049949
1416 107 0.002294
1416 526 0.003545
1416 925 0.010762
1416 966 0.014689
1416 999 0.020289
1416 1048 0.023486
1416 1049 0.009017
1416 1054 0.038972
1416 1059 0.017761
1416 1076 0.023312
1416 1079 0.013448
1416 1101 0.004441
1416 1128 0.004551
1416 1181 0.003943
1416 1184 0.000781
1416 1185 0.015387
1416 1199 0.005572
1416 1209 0.004528
1416 1211 0.004829
1416 1242 0.009174
1416 1255 0.014246
1416 1278 0.006412
1416 1290 0.016722
1416 1339 0.011691
1416 1340 0.024512
1416 1341 0.015717
1416 1352 0.012538
1416 1367 0.007800
1416 1375 0.022560
1416 1376 0.011508
1416 1390 0.010000
1416 1399 0.014240
1416 1467 0.015042
1416 1491 0.022381
1416 1516 0.012455
1416 1524 0.058408
1416 1528 0.019385
1416 1530 0.000220
1416 1572 0.042555
1416 1597 0.012840
1416 1600 0.023096
1416 1612 0.002740
1416 1620 0.024904
1416 1623 0.003413
1416 1659 0.026343
1416 1714 0.018206
1416 1735 0.013091
1416 1746 0.016533
1416 1796 0.052090
1416 1804 0.007472
1416 1833 0.017171
1416 1886 0.000540
1416 1888 0.009452
1417 107 0.001422
1417 896 0.013468
1417 1277 0.003222
1418 107 0.002517
1418 917 0.017899
1418 940 0.123119
1418 1106 0.053211
1418 1159 0.022577
1418 1221 0.027593
1418 1246 0.066174
1418 1525 0.021693
1418 1569 0.038730
1418 1727 0.079187
1418 1830 0.176635
1418 1904 0.168460
1419 990 0.023616
1419 995 0.027312
1419 1165 0.079145
1419 1178 0.014541
1419 1758 0.099702
1419 2813 0.072488
1419 3178 0.096127
1419 3420 0.068308
1420 107 0.002397
1420 921 0.022274
1420 925 0.008086
1420 932 0.004329
1420 934 0.030504
1420 946 0.001760
1420 952 0.014873
1420 967 0.002255
1420 993 0.006721
1420 1003 0.018104
1420 1004 0.014994
1420 1017 0.005858
1420 1028 0.028051
1420 1047 0.033774
1420 1048 0.004003
1420 1085 0.026117
1420 1112 0.035858
1420 1135 0.022140
1420 1146 0.016791
1420 1155 0.032787
1420 1172 0.014213
1420 1175 0.017513
1420 1182 0.018052
1420 1184 0.007068
1420 1185 0.015895
1420 1211 0.011681
1420 1243 0.021557
1420 1250 0.000449
1420 1255 0.013215
1420 1269 0.013855
1420 1290 0.012406
1420 1291 0.020617
1420 1305 0.028939
1420 1329 0.023397
1420 1352 0.009170
1420 1361 0.004017
1420 1367 0.009364
1420 1376 0.007716
1420 1377 0.008892
1420 1380 0.031863
1420 1391 0.017573
1420 1409 0.002506
1420 1522 0.011564
1420 1551 0.017190
1420 1554 0.009489
1420 1570 0.008311
1420 1597 0.014110
1420 1619 0.018622
1420 1632 0.030010
1420 1637 0.038981
1420 1659 0.021906
1420 1675 0.000689
1420 1683 0.029789
1420 1735 0.005061
1420 1765 0.069622
1420 1768 0.004451
1420 1772 0.025807
1420 1782 0.031259
1420 1827 0.007945
1420 1833 0.014045
1420 1839 0.012121
1420 1879 0.016560
1421 107 0.000086
1421 908 0.020864
1421 1085 0.043825
1421 1136 0.032163
1421 1174 0.129072
1421 1251 0.071744
1421 1283 0.081544
1421 1307 0.000673
1421 1494 0.071479
1421 1567 0.107386
1421 1803 0.114724
1422 484 0.006955
1422 905 0.135089
1422 980 0.003688
1422 1001 0.038648
1422 1114 0.000181
1422 1420 0.007603
1422 1487 0.028685
1422 1808 0.356614
1423 107 0.002051
1423 637 0.022749
1423 896 0.023165
1423 1009 0.014342
1423 1015 0.037168
1423 1021 0.014536
1423 1060 0.036853
1423 1067 0.002020
1423 1086 0.007614
1423 1104 0.000196
1423 1192 0.033229
1423 1221 0.019588
1423 1231 0.010009
1423 1235 0.016118
1423 1277 0.023752
1423 1315 0.056452
1423 1316 0.012002
1423 1322 0.025539
1423 1379 0.024735
1423 1426 0.001936
1423 1448 0.032384
1423 1459 0.021250
1423 1573 0.044039
1423 1591 0.000523
1423 1647 0.004625
1423 1715 0.056993
1423 1728 0.038819
1423 1872 0.060378
1423 1875 0.119603
1423 1884 0.059005
1423 1903 0.021376
1424 107 0.001911
1424 992 0.012440
1424 1097 0.002620
1424 1177 0.146969
1424 1314 0.034767
1424 1339 0.000712
1424 1798 0.014716
1424 1837 0.035876
1424 1895 0.099891
1425 353 0.004696
1425 428 0.004863
1425 475 0.001544
1425 483 0.005855
1425 915 0.059096
1425 939 0.070229
1425 940 0.120803
1425 962 0.041989
1425 1210 0.077616
1425 1212 0.133727
1425 1246 0.067278
1425 1294 0.222973
1425 1342 0.058531
1425 1356 0.053169
1425 1545 0.009183
1425 1574 0.006147
1425 1671 0.047627
1425 1844 0.018946
1426 902 0.020106
1426 975 0.042026
1426 981 0.084439
1426 988 0.028181
1426 994 0.065986
1426 1007 0.006410
1426 1019 0.037348
1426 1036 0.035480
1426 1060 0.013662
1426 1067 0.026651
1426 1104 0.021959
1426 1190 0.041002
1426 1192 0.023375
1426 1204 0.030986
1426 1227 0.009641
1426 1231 0.005107
1426 1277 0.023705
1426 1284 0.020855
1426 1303 0.036257
1426 1322 0.010391
1426 1345 0.009753
1426 1347 0.023009
1426 1379 0.014442
1426 1404 0.001496
1426 1462 0.030989
1426 1515 0.020406
1426 1661 0.000656
1426 1680 0.049926
1426 1691 0.049935
1426 1715 0.025311
1426 1720 0.053374
1426 1786 0.016948
1426 1790 0.164456
1426 1899 0.024664
1427 107 0.001356
1427 353 0.021267
1427 363 0.016004
1427 483 0.014074
1427 580 0.020849
1427 637 0.005980
1427 994 0.072821
1427 1025 0.020741
1427 1032 0.013353
1427 1070 0.031287
1427 1080 0.004197
1427 1113 0.024273
1427 1122 0.036161
1427 1142 0.050455
1427 1237 0.048148
1427 1294 0.001699
1427 1300 0.063890
1427 1303 0.024252
1427 1318 0.062707
1427 1332 0.053005
1427 1358 0.021073
1427 1435 0.016321
1427 1487 0.017571
1427 1515 0.010983
1427 1549 0.035184
1427 1565 0.089235
1427 1661 0.023746
1427 1673 0.010176
1427 1767 0.095983
1427 1773 0.068583
1427 1801 0.093918
1427 1882 0.020826
1428 107 0.001674
1428 651 0.029311
1428 944 0.051574
1428 964 0.076729
1428 1041 0.054512
1428 1072 0.175354
1428 1109 0.038468
1428 1169 0.055938
1428 1226 0.071679
1428 1244 0.104522
1428 1815 0.226360
1429 107 0.001768
1429 637 0.006989
1429 917 0.012537
1429 941 0.019300
1429 968 0.025507
1429 1007 0.048928
1429 1025 0.006459
1429 1032 0.009301
1429 1070 0.022466
1429 1086 0.000124
1429 1104 0.018384
1429 1204 0.019186
1429 1247 0.039880
1429 1273 0.044543
1429 1281 0.033423
1429 1427 0.011181
1429 1487 0.032260
1429 1489 0.108657
1429 1649 0.007487
1429 1661 0.004257
1429 1704 0.022010
1429 1706 0.015712
1429 1850 0.117839
1430 107 0.000579
1430 1660 0.193139
1431 906 0.006456
1431 921 0.025244
1431 925 0.004731
1431 934 0.026595
1431 946 0.003449
1431 952 0.023251
1431 967 0.009341
1431 972 0.086868
1431 978 0.010677
1431 980 0.015553
1431 993 0.009671
1431 995 0.018931
1431 999 0.032730
1431 1003 0.021750
1431 1004 0.020807
1431 1006 0.001212
1431 1017 0.011931
1431 1024 0.036531
1431 1049 0.003282
1431 1055 0.205798
1431 1059 0.011928
1431 1076 0.007388
1431 1078 0.013851
1431 1079 0.014913
1431 1083 0.016856
1431 1101 0.013003
1431 1107 0.013093
1431 1117 0.004964
1431 1125 0.004078
1431 1126 0.010111
1431 1135 0.040027
1431 1146 0.003575
1431 1153 0.015706
1431 1156 0.006079
1431 1163 0.002049
1431 1172 0.022059
1431 1175 0.006456
1431 1181 0.024465
1431 1182 0.034896
1431 1184 0.016123
1431 1209 0.000506
1431 1222 0.002528
1431 1230 0.017267
1431 1238 0.003804
1431 1242 0.018828
1431 1255 0.021087
1431 1256 0.006451
1431 1267 0.021504
1431 1285 0.003354
1431 1288 0.002678
1431 1289 0.007360
1431 1291 0.016058
1431 1302 0.022516
1431 1305 0.029575
1431 1312 0.021367
1431 1329 0.016228
1431 1334 0.033591
1431 1335 0.005757
1431 1341 0.008630
1431 1352 0.012885
1431 1365 0.001027
1431 1367 0.010857
1431 1377 0.000233
1431 1390 0.003810
1431 1391 0.012318
1431 1402 0.008766
1431 1409 0.001657
1431 1416 0.021246
1431 1420 0.016311
1431 1456 0.006116
1431 1467 0.003529
1431 1470 0.037547
1431 1480 0.014350
1431 1483 0.001200
1431 1509 0.008464
1431 1530 0.006839
1431 1542 0.024716
1431 1559 0.000744
1431 1584 0.006183
1431 1589 0.005071
1431 1590 0.032361
1431 1605 0.023337
1431 1608 0.035974
1431 1610 0.010387
1431 1613 0.002194
1431 1614 0.002146
1431 1621 0.011473
1431 1623 0.020122
1431 1662 0.005329
1431 1689 0.032039
1431 1712 0.002087
1431 1714 0.021985
1431 1735 0.009221
1431 1737 0.000345
1431 1741 0.032192
1431 1750 0.021432
1431 1752 0.009873
1431 1793 0.005129
1431 1804 0.016088
1431 1809 0.028244
1431 1813 0.036755
1431 1827 0.015772
1431 1842 0.026380
1431 1845 0.042527
1431 1879 0.030885
1431 1888 0.006246
1431 1898 0.005350
1431 1900 0.011300
1431 1905 0.143122
1432 107 0.001949
1432 896 0.017634
1432 957 0.000230
1432 989 0.012972
1432 1019 0.014656
1432 1036 0.029085
1432 1067 0.014346
1432 1082 0.025702
1432 1115 0.015558
1432 1158 0.028138
1432 1192 0.025561
1432 1221 0.021118
1432 1235 0.001709
1432 1257 0.057141
1432 1277 0.016063
1432 1279 0.037652
1432 1345 0.007548
1432 1347 0.050541
1432 1350 0.036591
1432 1413 0.033229
1432 1479 0.025840
1432 1596 0.026546
1432 1611 0.017740
1432 1628 0.011080
1432 1647 0.066013
1432 1680 0.048630
1432 1841 0.088901
1433 908 0.010164
1433 970 0.191643
1433 1033 0.171359
1433 1136 0.065240
1433 1274 0.073526
1433 1307 0.061471
1433 1325 0.072828
1433 1410 0.021585
1433 1421 0.094608
1433 1687 0.031768
1433 1698 0.096855
1433 1705 0.060049
1433 1806 0.086100
1433 1866 0.044092
1434 107 0.001752
1434 1055 0.194380
1434 1266 0.144697
1434 1431 0.014537
1434 1441 0.153474
1434 1460 0.029557
1434 1666 0.098648
1434 1822 0.247875
1435 107 0.001549
1435 475 0.013089
1435 968 0.006523
1435 1004 0.008519
1435 1059 0.013924
1435 1062 0.069007
1435 1146 0.008800
1435 1250 0.017376
1435 1258 0.003742
1435 1327 0.019413
1435 1338 0.006994
1435 1350 0.077646
1435 1364 0.051421
1435 1492 0.074656
1435 1523 0.028505
1435 1569 0.010148
1435 1597 0.008080
1435 1630 0.067635
1435 1729 0.031082
1435 1827 0.015293
1435 1877 0.033048
1435 1897 0.052928
1436 107 0.000144
1436 606 0.033366
1436 641 0.001410
1436 913 0.057456
1436 917 0.011741
1436 968 0.044390
1436 1062 0.090218
1436 1104 0.026640
1436 1183 0.021434
1436 1223 0.088396
1436 1235 0.015071
1436 1343 0.082047
1436 1575 0.172396
1436 1583 0.015630
1436 1699 0.062542
1436 1881 0.079411
1437 107 0.002155
1437 1004 0.002460
1437 1074 0.013927
1437 1078 0.001896
1437 1080 0.017031
1437 1107 0.013618
1437 1124 0.017961
1437 1125 0.021991
1437 1211 0.006789
1437 1219 0.051216
1437 1289 0.026166
1437 1291 0.011430
1437 1341 0.006639
1437 1398 0.000186
1437 1399 0.018906
1437 1419 0.051469
1437 1440 0.039209
1437 1551 0.003174
1437 1626 0.079151
1437 1662 0.031119
1437 1702 0.103122
1437 1707 0.026044
1437 1730 0.014017
1437 1780 0.234980
1437 1816 0.032299
1437 1849 0.034883
1437 1858 0.017667
1437 1864 0.033660
1438 107 0.002389
1438 896 0.011396
1438 902 0.013992
1438 957 0.039142
1438 988 0.045133
1438 1067 0.030406
1438 1082 0.001155
1438 1148 0.005406
1438 1277 0.015979
1438 1298 0.024785
1438 1322 0.033395
1438 1345 0.028333
1438 1347 0.002039
1438 1379 0.038658
1438 1423 0.043987
1438 1432 0.062700
1438 1573 0.009744
1438 1592 0.020466
1438 1611 0.040057
1438 1636 0.003696
1438 1899 0.037260
1439 978 0.018925
1439 1199 0.015417
1439 1211 0.003684
1439 1352 0.005568
1439 1431 0.002028
1439 1559 0.005202
1440 107 0.001622
1440 978 0.006049
1440 1123 0.040277
1440 1124 0.001901
1440 1305 0.024385
1440 1419 0.080375
1440 1537 0.126021
1440 1594 0.145925
1440 1639 0.029488
1440 1702 0.001309
1440 1817 0.023467
1440 1865 0.469069
1440 1911 0.104535
1441 967 0.004087
1441 1050 0.109764
1441 1266 0.132072
1441 1337 0.075109
1441 1431 0.011916
1441 1564 0.063565
1441 1585 0.056450
1441 1779 0.092624
1442 107 0.000686
1442 899 0.571252
1442 1024 0.013680
1442 1133 0.073135
1443 107 0.002437
1443 1356 0.040937
1443 1831 0.080018
1443 1910 0.044784
1444 107 0.000671
1444 917 0.013046
1444 968 0.047286
1444 1052 0.030628
1444 1062 0.102362
1444 1159 0.019265
1444 1217 0.021335
1444 1258 0.029157
1444 1343 0.022311
1444 1366 0.030046
1444 1435 0.041450
1444 1436 0.125114
1444 1472 0.043286
1444 1699 0.000493
1444 1703 0.044806
1444 1738 0.116982
1444 1783 0.035004
1444 1876 0.043692
1445 107 0.000933
1445 951 0.077928
1446 107 0.002012
1446 366 0.037045
1446 428 0.024469
1446 517 0.013631
1446 641 0.015970
1446 915 0.007907
1446 930 0.031519
1446 948 0.014237
1446 1070 0.011203
1446 1113 0.037148
1446 1142 0.012000
1446 1210 0.034668
1446 1313 0.069276
1446 1318 0.007072
1446 1332 0.016732
1446 1358 0.044420
1446 1427 0.012869
1446 1565 0.011537
1446 1574 0.036820
1446 1694 0.020908
1446 1763 0.080701
1446 1773 0.090478
1447 107 0.000251
1447 897 0.029290
1447 920 0.165552
1447 953 0.014798
1447 995 0.034196
1447 997 0.008275
1447 1029 0.023649
1447 1039 0.000370
1447 1056 0.011308
1447 1076 0.001739
1447 1078 0.014876
1447 1086 0.006607
1447 1092 0.014241
1447 1107 0.010984
1447 1117 0.002549
1447 1151 0.187585
1447 1153 0.011742
1447 1156 0.010089
1447 1160 0.019698
1447 1163 0.004551
1447 1173 0.014141
1447 1175 0.002135
1447 1181 0.028257
1447 1199 0.011953
1447 1201 0.006152
1447 1205 0.029866
1447 1207 0.018492
1447 1222 0.008897
1447 1256 0.008352
1447 1271 0.031689
1447 1288 0.011354
1447 1330 0.022649
1447 1331 0.009347
1447 1335 0.004197
1447 1352 0.004458
1447 1359 0.013243
1447 1361 0.011871
1447 1370 0.009221
1447 1376 0.003517
1447 1377 0.004437
1447 1380 0.029039
1447 1388 0.009074
1447 1389 0.034342
1447 1391 0.004846
1447 1399 0.011241
1447 1409 0.014126
1447 1431 0.016932
1447 1470 0.012680
1447 1471 0.017910
1447 1483 0.022539
1447 1509 0.013264
1447 1542 0.062578
1447 1551 0.004719
1447 1559 0.001594
1447 1580 0.036763
1447 1622 0.024572
1447 1632 0.019837
1447 1637 0.027182
1447 1662 0.021482
1447 1669 0.004722
1447 1712 0.003520
1447 1721 0.009213
1447 1730 0.003263
1447 1741 0.024103
1447 1746 0.006969
1447 1835 0.007062
1447 1843 0.069840
1447 1888 0.011757
1448 896 0.013853
1448 902 0.002022
1448 988 0.007317
1448 994 0.037611
1448 1019 0.011884
1448 1036 0.000762
1448 1044 0.034604
1448 1070 0.026807
1448 1104 0.025073
1448 1120 0.015258
